original_index	real_search	ingredient	search_title	page_title	description	page_url
2719		Steel Cut Oats	Steel Cut Oats	Steel-cut oats	Steel-cut oats are whole grain groats (the inner portion of the oat kernel) which have been cut into pieces.	http://en.wikipedia.org/wiki/Steel-cut_oats
1868		Stilton Cheese	Stilton Cheese	Stilton cheese	Stilton is an English cheese, produced in two varieties: Blue known for its characteristic strong smell and taste, and the lesser-known White. 	http://en.wikipedia.org/wiki/Stilton_cheese
1869		Stilton Cheese	Stilton Cheese	Stilton cheese	Stilton is an English cheese, produced in two varieties: Blue known for its characteristic strong smell and taste, and the lesser-known White. 	http://en.wikipedia.org/wiki/Stilton_cheese
1873		Stout Beer	Stout Beer	Stout	Stout is a dark beer made using roasted malt or roasted barley, hops, water and yeast. 	http://en.wikipedia.org/wiki/Stout
2525		Milk Stout	Milk Stout	Stout	Stout is a dark beer made using roasted malt or roasted barley, hops, water and yeast. 	http://en.wikipedia.org/wiki/Stout
2721		Stout Beer	Stout Beer	Stout	Stout is a dark beer made using roasted malt or roasted barley, hops, water and yeast. 	http://en.wikipedia.org/wiki/Stout
947		Greek Yogurt	Greek Yogurt	Strained yogurt	Strained yogurt (a.k.a., yogurt cheese, labneh (Arabic: لبنة‎ labanah),Turkish yogurt or Greek yogurt) is yogurt which has been strained (in a cloth or paper bag, or filter) to remove its whey, resulting in a relatively thick consistency (between that of conventional yogurt, and, cheese) -- all while preserving yogurt's distinctive, sour taste. 	http://en.wikipedia.org/wiki/Strained_yogurt
948		Greek Yogurt	Greek Yogurt	Strained yogurt	Strained yogurt (a.k.a., yogurt cheese, labneh (Arabic: لبنة‎ labanah),Turkish yogurt or Greek yogurt) is yogurt which has been strained (in a cloth or paper bag, or filter) to remove its whey, resulting in a relatively thick consistency (between that of conventional yogurt, and, cheese) -- all while preserving yogurt's distinctive, sour taste. 	http://en.wikipedia.org/wiki/Strained_yogurt
1146		Labne	Labne	Strained yogurt	Strained yogurt (a.k.a., yogurt cheese, labneh (Arabic: لبنة‎ labanah),Turkish yogurt or Greek yogurt) is yogurt which has been strained (in a cloth or paper bag, or filter) to remove its whey, resulting in a relatively thick consistency (between that of conventional yogurt, and, cheese) -- all while preserving yogurt's distinctive, sour taste. 	http://en.wikipedia.org/wiki/Strained_yogurt
1147		Labneh in Olive Oil	Labneh in Olive Oil	Strained yogurt	Strained yogurt (a.k.a., yogurt cheese, labneh (Arabic: لبنة‎ labanah),Turkish yogurt or Greek yogurt) is yogurt which has been strained (in a cloth or paper bag, or filter) to remove its whey, resulting in a relatively thick consistency (between that of conventional yogurt, and, cheese) -- all while preserving yogurt's distinctive, sour taste. 	http://en.wikipedia.org/wiki/Strained_yogurt
2405		Greek Yogurt	Greek Yogurt	Strained yogurt	Strained yogurt (a.k.a., yogurt cheese, labneh (Arabic: لبنة‎ labanah),Turkish yogurt or Greek yogurt) is yogurt which has been strained (in a cloth or paper bag, or filter) to remove its whey, resulting in a relatively thick consistency (between that of conventional yogurt, and, cheese) -- all while preserving yogurt's distinctive, sour taste. 	http://en.wikipedia.org/wiki/Strained_yogurt
2465		Labne	Labne	Strained yogurt	Strained yogurt (a.k.a., yogurt cheese, labneh (Arabic: لبنة‎ labanah),Turkish yogurt or Greek yogurt) is yogurt which has been strained (in a cloth or paper bag, or filter) to remove its whey, resulting in a relatively thick consistency (between that of conventional yogurt, and, cheese) -- all while preserving yogurt's distinctive, sour taste. 	http://en.wikipedia.org/wiki/Strained_yogurt
1875		Strawberries	Strawberries	Strawberry	The garden strawberry (or simply strawberry /ˈstrɔːb(ə)ri/; Fragaria × ananassa) is a widely grown hybrid species of the genus Fragaria (collectively known as the strawberries).	http://en.wikipedia.org/wiki/Strawberry
1876		Strawberries	Strawberries	Strawberry	The garden strawberry (or simply strawberry /ˈstrɔːb(ə)ri/; Fragaria × ananassa) is a widely grown hybrid species of the genus Fragaria (collectively known as the strawberries).	http://en.wikipedia.org/wiki/Strawberry
1877		Strawberries	Strawberries	Strawberry	The garden strawberry (or simply strawberry /ˈstrɔːb(ə)ri/; Fragaria × ananassa) is a widely grown hybrid species of the genus Fragaria (collectively known as the strawberries).	http://en.wikipedia.org/wiki/Strawberry
1878		Strawberries	Strawberries	Strawberry	The garden strawberry (or simply strawberry /ˈstrɔːb(ə)ri/; Fragaria × ananassa) is a widely grown hybrid species of the genus Fragaria (collectively known as the strawberries).	http://en.wikipedia.org/wiki/Strawberry
2722		Strawberries	Strawberries	Strawberry	The garden strawberry (or simply strawberry /ˈstrɔːb(ə)ri/; Fragaria × ananassa) is a widely grown hybrid species of the genus Fragaria (collectively known as the strawberries).	http://en.wikipedia.org/wiki/Strawberry
64		Armenian String Cheese	Armenian String Cheese	String cheese	Several different types of cheese are known as string cheese.	http://en.wikipedia.org/wiki/String_cheese
1886		String Cheese	String Cheese	String cheese	Several different types of cheese are known as string cheese.	http://en.wikipedia.org/wiki/String_cheese
1887		Striped Bass	Striped Bass	Striped bass	The striped bass (Morone saxatilis), also called Atlantic striped bass, striper, linesider, rock, or rockfish, is the state fish of Maryland, Rhode Island, South Carolina, and the state saltwater (marine) fish of New York, New Jersey, Virginia, and New Hampshire. 	http://en.wikipedia.org/wiki/Striped_bass
2725		Striped Bass	Striped Bass	Striped bass	The striped bass (Morone saxatilis), also called Atlantic striped bass, striper, linesider, rock, or rockfish, is the state fish of Maryland, Rhode Island, South Carolina, and the state saltwater (marine) fish of New York, New Jersey, Virginia, and New Hampshire. 	http://en.wikipedia.org/wiki/Striped_bass
2726		Striped Bass	Striped Bass	Striped bass	The striped bass (Morone saxatilis), also called Atlantic striped bass, striper, linesider, rock, or rockfish, is the state fish of Maryland, Rhode Island, South Carolina, and the state saltwater (marine) fish of New York, New Jersey, Virginia, and New Hampshire. 	http://en.wikipedia.org/wiki/Striped_bass
2727		Striped Bass	Striped Bass	Striped bass	The striped bass (Morone saxatilis), also called Atlantic striped bass, striper, linesider, rock, or rockfish, is the state fish of Maryland, Rhode Island, South Carolina, and the state saltwater (marine) fish of New York, New Jersey, Virginia, and New Hampshire. 	http://en.wikipedia.org/wiki/Striped_bass
2728		Striped Sea Bass	Striped Sea Bass	Striped bass	The striped bass (Morone saxatilis), also called Atlantic striped bass, striper, linesider, rock, or rockfish, is the state fish of Maryland, Rhode Island, South Carolina, and the state saltwater (marine) fish of New York, New Jersey, Virginia, and New Hampshire. 	http://en.wikipedia.org/wiki/Striped_bass
2729	Sturgeon	Sturgeon Filets	Sturgeon Filets	Sturgeon	Sturgeon is the common name used for some 25 species of fish in the family Acipenseridae, including the genera Acipenser, Huso, Scaphirhynchus and Pseudoscaphirhynchus. 	http://en.wikipedia.org/wiki/Sturgeon
1888		Submarine Sandwich	Submarine Sandwich	Submarine sandwich	A submarine sandwich, also known as a sub, hoagie, hero, grinder, or one of many regional naming variations, is a sandwich that consists of a long roll of Italian or French bread, split widthwise either into two pieces or opened in a "V" on one side, and filled with a variety of meats, cheeses, vegetables, seasonings, and sauces. 	http://en.wikipedia.org/wiki/Submarine_sandwich
322		Candied Citron	Candied Citron	Succade	Succade is the candied peel of any of the citrus species, especially from the citron or Citrus medica which is distinct with its extra thick peel; in addition, the taste of the inner rind of the citron is less bitter than those of the other citrus. 	http://en.wikipedia.org/wiki/Succade
1684		Roasted Suckling Pig	Roasted Suckling Pig	Suckling pig	A suckling pig (or sucking pig) is a piglet fed on its mother's milk (i.e., a piglet which is still a "suckling"). 	http://en.wikipedia.org/wiki/Suckling_pig
338		Cane Syrup	Cane Syrup	Sugarcane	"Sugarcane, or sugar cane, is any of several species of tall perennial true grasses of the genus Saccharum, tribe Andropogoneae, native to the warm temperate to tropical regions of South Asia, and used for sugar production.
"	http://en.wikipedia.org/wiki/Sugarcane
1889		Sugar Cane	Sugar Cane	Sugarcane	"Sugarcane, or sugar cane, is any of several species of tall perennial true grasses of the genus Saccharum, tribe Andropogoneae, native to the warm temperate to tropical regions of South Asia, and used for sugar production.
"	http://en.wikipedia.org/wiki/Sugarcane
1890		Sugar Cane	Sugar Cane	Sugarcane	"Sugarcane, or sugar cane, is any of several species of tall perennial true grasses of the genus Saccharum, tribe Andropogoneae, native to the warm temperate to tropical regions of South Asia, and used for sugar production.
"	http://en.wikipedia.org/wiki/Sugarcane
1891		Sugar Cane Drink	Sugar Cane Drink	Sugarcane juice	Sugarcane juice is the juice extracted from pressed sugarcane.	http://en.wikipedia.org/wiki/Sugarcane_juice
963		Green Seedless Grapes	Green Seedless Grapes	Sultana (grape)	The sultana is a "white" (pale green), oval seedless grape variety also called the sultanina, Thompson Seedless (United States), Lady de Coverly (England), and oval-fruited Kishmish (Turkey, Palestine). 	http://en.wikipedia.org/wiki/Sultana_(grape)
964		Green Seedless Grapes	Green Seedless Grapes	Sultana (grape)	The sultana is a "white" (pale green), oval seedless grape variety also called the sultanina, Thompson Seedless (United States), Lady de Coverly (England), and oval-fruited Kishmish (Turkey, Palestine). 	http://en.wikipedia.org/wiki/Sultana_(grape)
1896		Sumac	Sumac	Sumac	Sumac (/ˈsjuːmæk/ or /ˈʃuːmæk/; also spelled sumach) is any one of approximately 250 species of flowering plants in the genus Rhus and related genera, in the family Anacardiaceae. 	http://en.wikipedia.org/wiki/Sumac
807	Summer flounder	Fluke	Fluke	Summer flounder	The Summer Flounder (Paralichthys dentatus) is a marine flatfish that is found in the Atlantic Ocean off the East coast of the United States and Canada.	http://en.wikipedia.org/wiki/Summer_flounder
1897		Sun-dried Tomatoes	Sun-dried Tomatoes	Sun-dried tomato	Sun-dried tomatoes are ripe tomatoes that lose most of their water content after spending a majority of their drying time in the sun.	http://en.wikipedia.org/wiki/Sun-dried_tomato
2439		Ice Cream Sundae	Ice Cream Sundae	Sundae	The sundae is a sweet ice cream dessert.	http://en.wikipedia.org/wiki/Sundae
1899	Sunflower	Sunflower Sprouts	Sunflower Sprouts	Sunflower	The sunflower (Helianthus annuus) is an annual plant native to the Americas.	http://en.wikipedia.org/wiki/Sunflower
1898		Sunflower Seeds	Sunflower Seeds	Sunflower seed	The sunflower seed is the fruit of the sunflower (Helianthus annuus).	http://en.wikipedia.org/wiki/Sunflower_seed
2732		Sunflower Seeds	Sunflower Seeds	Sunflower seed	The sunflower seed is the fruit of the sunflower (Helianthus annuus).	http://en.wikipedia.org/wiki/Sunflower_seed
1139		Kosher Shrimp	Kosher Shrimp	Surimi	Surimi (Japanese: 擂り身, すり身, literally "ground meat") refers to a paste made from fish or other meat, as well as multiple Asian foods that use Surimi as its primary ingredient. 	http://en.wikipedia.org/wiki/Surimi
1314		Nori Sheets	Nori Sheets	Sushi	Sushi (すし, 寿司, 鮨, 鮓, 寿斗, 寿し, 壽司?) is a Japanese food consisting of cooked vinegared rice (鮨飯, sushi-meshi?) combined with other ingredients (ネタ, neta?), seafood, vegetables and sometimes tropical fruits. 	http://en.wikipedia.org/wiki/Sushi
1901		Sushi Platter	Sushi	Sushi	Sushi (すし, 寿司, 鮨, 鮓, 寿斗, 寿し, 壽司?) is a Japanese food consisting of cooked vinegared rice (鮨飯, sushi-meshi?) combined with other ingredients (ネタ, neta?), seafood, vegetables and sometimes tropical fruits. 	http://en.wikipedia.org/wiki/Sushi
1902		Sweet Chili Sauce	Sweet Chili Sauce	Sweet chilli sauce	Sweet chilli sauce is a popular condiment in Western, Thai and Malaysian cuisine. 	http://en.wikipedia.org/wiki/Sweet_chilli_sauce
238		Boniatos	Boniatos	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1320		Okinawan Sweet Potatoes	Okinawan Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1321		Okinawan Sweet Potatoes	Okinawan Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1905		Sweet Potato Chips	Sweet Potato Chips	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1906		Sweet Potato Chips	Sweet Potato Chips	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1907		Sweet Potatoes	Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1908		Sweet Potatoes	Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1909		Sweet Potatoes	Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1910		Sweet Potatoes	Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1911		Sweet Potatoes	Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1912		Sweet Potatoes	Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
2538		Okinawan Sweet Potatoes	Okinawan Sweet Potatoes	Sweet potato	The sweet potato (Ipomoea batatas) is a dicotyledonous plant that belongs to the family Convolvulaceae.	http://en.wikipedia.org/wiki/Sweet_potato
1820		Sorghum Molasses	Sorghum Molasses	Sweet sorghum	Sweet sorghum is any of the many varieties of the sorghum plant which has a high sugar content.	http://en.wikipedia.org/wiki/Sweet_sorghum
2704		Sorghum Molasses	Sorghum Molasses	Sweet sorghum	Sweet sorghum is any of the many varieties of the sorghum plant which has a high sugar content.	http://en.wikipedia.org/wiki/Sweet_sorghum
331	SweeTarts	Candy Bats	Candy Bats	SweeTarts	SweeTarts (/ˈswiːt.tɑrts/; officially stylized as SweeTARTS) are sweet and sour candies invented by John Fish Smith, the owner of Sunline Inc., in 1962. The candy was created using the same basic recipe as the already popular Pixy Stix and Lik-M-Aid products, in response to parents' requests for a less-messy candy. 	http://en.wikipedia.org/wiki/SweeTarts
